epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
80,0.960463533706665,66.228,96.57,0.8481302065849304,69.28,98.08
81,0.9567669049263,66.562,96.75,0.8682710046768188,68.58,98.0
82,0.9666089883804321,66.192,96.44,0.8487478293418884,69.46,98.00999999999999
83,0.9667417948150635,66.216,96.608,0.8638148204803466,69.12,97.67
84,0.9657634593963623,66.312,96.454,0.8765480298995971,68.16,97.76
85,0.9679080270576477,66.24799999999999,96.53399999999999,0.8833876256942749,67.78999999999999,97.8
86,0.9609825514411926,66.252,96.69,0.8633613775253296,68.85,97.82
87,0.9630176495361328,66.254,96.604,0.860633848953247,68.99,97.85000000000001
88,0.9652716585540771,66.172,96.538,0.8575434741020203,68.94,97.89999999999999
89,0.9631075617599487,66.188,96.688,0.8687183737754822,68.45,97.8
90,0.9652888784980774,66.094,96.53,0.853815495300293,69.3,97.99
